id,name,role,profession,family,p_index,year
2335,{d}be-la-at#-suh-ner,"['', '']",,"['', '']","['234958', '234958']","['53.1000', '53.1000']"
2336,{d}be-la-at-da-ra-ba-an,"['', '']",,"['', '']","['390714', '104184']","['63.0122', '74.1106']"
2337,{d}be-la-at-dar-ba-an,"['', '']",,"['', '']","['123549', '101350']","['', '53.0600']"
2338,{d}be-la-at-dar-ra-[ba]-an,"['', '']",,"['', '']","['123620', '104600']","['61.0129', '69.1000']"
2339,{d}be-la-at-dar-ra-ba-an,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['100226', '101386', '106292', '113745', '123498', '124599', '126327', '128935', '135051', '303525', '416198', '330498', '211841', '118571', '201131', '118337', '123333', '331983', '331983', '143246', '128609', '101348', '321028', '101350', '101409', '102692', '123238', '101351', '234958', '132009', '123419', '108740', '101357', '123504', '114313', '101358', '211695', '135037', '101360', '201134', '101361', '123428', '129454', '124429', '135038', '101362', '212083', '212063', '123309', '107982', '124865', '123252', '128616', '201348', '101367', '117488', '117488', '125579', '101368', '212205', '112145', '112145', '135046', '469858', '101372', '107682', '143757', '124605', '201124', '101378', '101379', '123583', '131971', '113464', '113904']","['', '', '', '', '', '', '', '', '', '', '', '', '', '18.0610', '47.0700', '48.0600', '48.0700', '49.0500', '49.0500', '50.0900', '51.0000', '51.0900', '53.0400', '53.0600', '53.0600', '53.0600', '53.0600', '53.1000', '53.1000', '54.0500', '55.0200', '55.0500', '55.0600', '55.0600', '57.1027', '58.0301', '58.0613', '58.0705', '58.0930', '58.1000', '58.1028', '58.1130', '59.0030', '59.0115', '59.0130', '59.0200', '59.0626', '59.0809', '59.1011', '60.0230', '60.0313', '60.0830', '60.1227', '63.0700', '63.0710', '63.0810', '63.0810', '63.0825', '63.0913', '64.0211', '64.0521', '64.0521', '64.0905', '64.0916', '64.1115', '65.0414', '65.0500', '65.0530', '65.0616', '65.0619', '65.0622', '65.0900', '65.0920', '65.1019', '69.0916']"
2340,{d}be-la-at-dar-ra-ba-an-še₃,"['', '', '']",,"['', '', '']","['123233', '118337', '130507']","['47.0600', '48.0600', '64.1230']"
2341,{d}be-la-at-dar?-ra-ba-an,"['', '', '']",,"['', '', '']","['123608', '125830', '125830']","['18.0000', '64.1030', '64.1030']"
2342,{d}be-la-at-er₃-ra-ba-an,"['', '', '', '']",,"['', '', '', '']","['124847', '124847', '130031', '201447']","['52.0300', '52.0300', '76.1020', '84.1017']"
2343,{d}be-la-at-na-qar,"['', '', '', '']",,"['', '', '', '']","['103915', '101409', '101352', '135046']","['', '53.0600', '54.0100', '64.0905']"
2344,{d}be-la-at-suh-[ner],"['', '']",,"['', '']","['123608', '135036']","['18.0000', '52.0900']"
2345,{d}be-la-at-suh-ne-er,"['', '']",u[and],"['', '']","['123307', '123307']","['', '']"
2346,{d}be-la-at-suh-ne-er,"['', '']",,"['', '']","['416198', '123238']","['', '53.0600']"
2347,{d}be-la-at-suh-ner,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['101386', '106292', '113745', '123248', '123290', '123498', '123549', '126327', '135051', '303525', '211841', '118571', '201132', '123233', '201131', '126632', '118337', '143246', '128609', '145570', '101348', '135036', '135036', '135036', '321028', '101350', '102692', '101351', '123419', '210131', '101357', '123504', '123239', '114313', '101358', '211695', '135037', '101360', '201134', '101361', '123428', '124429', '135038', '101362', '212083', '212063', '123309', '107982', '123252', '135048', '135048', '123620', '123533', '390714', '201348', '101367', '212205', '112145', '112145', '142401', '135046', '469858', '101372', '130507', '107682', '143757', '201124', '101378', '101379', '123583', '113464', '200532', '130031', '201447']","['', '', '', '', '', '', '', '', '', '', '', '18.0610', '46.0100', '47.0600', '47.0700', '47.1000', '48.0600', '50.0900', '51.0000', '51.0600', '51.0900', '52.0900', '52.0900', '52.0900', '53.0400', '53.0600', '53.0600', '53.1000', '55.0200', '55.0200', '55.0600', '55.0600', '56.1200', '57.1027', '58.0301', '58.0613', '58.0705', '58.0930', '58.1000', '58.1028', '58.1130', '59.0115', '59.0130', '59.0200', '59.0626', '59.0809', '59.1011', '60.0230', '60.0830', '60.1013', '60.1013', '61.0129', '61.0900', '63.0122', '63.0700', '63.0710', '64.0211', '64.0521', '64.0521', '64.0800', '64.0905', '64.0916', '64.1115', '64.1230', '65.0414', '65.0500', '65.0616', '65.0619', '65.0622', '65.0900', '65.1019', '75.0000', '76.1020', '84.1017']"
2348,{d}be-la-at-suh-ner,"['', '']",u[and],"['', '']","['123679', '124605']","['64.0118', '65.0530']"
2349,{d}be-la-at-suh-nir,"['', '', '']",,"['', '', '']","['331983', '331983', '331983']","['49.0500', '49.0500', '49.0500']"
2350,{d}be-la-at-suh₆-ne-er,"['', '', '']",,"['', '', '']","['128935', '109262', '109262']","['', '47.1100', '47.1100']"
2351,{d}be-la-at-suh₆-ner,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['100226', '122584', '124599', '429950', '101348', '101348', '124847', '124847', '124847', '126784', '101409', '132009', '129452', '129452', '129454', '124865', '117488', '117488', '125579', '125830', '125830', '131971', '129467']","['', '', '', '', '51.0900', '51.0900', '52.0300', '52.0300', '52.0300', '53.0100', '53.0600', '54.0500', '55.0500', '55.0500', '59.0030', '60.0313', '63.0810', '63.0810', '63.0825', '64.1030', '64.1030', '65.0920', '86.1009']"
2352,{d}be-la-at-suh₆-ner,"['', '']",u[and],"['', '']","['108740', '104184']","['55.0500', '74.1106']"
2353,{d}be-la-at-suh₆-ner{ir},"['', '', '']",,"['', '', '']","['127734', '127734', '127734']","['52.0300', '52.0300', '52.0300']"
2354,{d}da-ad-muš-tum,"['', '']",,"['', '']","['116871', '116871']","['83.0400', '83.0400']"
2355,{d}da-gan-a-bu,"['', '']",lu[person],"['', '']","['101394', '114331']","['70.0506', '70.0509']"
2356,{d}dam-gal-nun,"['', '', '', '', '']",,"['', '', '', '', '']","['129522', '129522', '129522', '129522', '129522']","['', '', '', '', '']"
2357,{d}en#-lil₂-la₂#,"['', '']",,"['', '']","['128927', '320512']","['76.0000', '84.0000']"
2358,{d}en#-lil₂-la₂,"[""['recipient']"", '']",,"['', '']","['102633', '320512']","['63.0900', '84.0000']"
2359,{d}en-[lil₂-la₂],"['', '']",,"['', '']","['126585', '106394']","['', '84.1013']"
2360,{d}en-ki,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""['recipient']"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['102912', '103915', '103980', '104201', '104687', '116889', '117357', '117357', '117357', '126276', '128186', '129522', '129522', '129522', '129522', '129522', '134750', '303452', '331983', '126672', '111928', '123289', '103805', '123490', '122886', '124447', '118426', '131591', '124453', '118469', '123346', '332158', '104186', '124891', '124891', '142407', '122790', '134676', '100327', '131067', '131089', '134690', '103952', '106004', '131091', '406852', '122871', '103793', '144275', '144275', '103186', '102901', '128184', '145557', '107914', '128927', '125988', '201173', '114343', '101759', '108662', '106378', '201000', '201000', '235034', '102354', '124673', '128197', '330196', '106782', '212036', '135567', '320512', '320512', '142281', '131572', '303404', '115530', '104126', '115914', '126274']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '49.0500', '49.0800', '60.1200', '62.1204', '63.1107', '64.0221', '64.0222', '64.0615', '65.0221', '65.0221', '65.0222', '65.0828', '66.0716', '66.0800', '66.1228', '66.1229', '66.1229', '67.0130', '67.0214', '67.0819', '67.0828', '67.0917', '69.0100', '69.1000', '69.1200', '70.1100', '71.1228', '71.1228', '72.1010', '73.1000', '74.0707', '74.0707', '74.0902', '74.1206', '75.0000', '75.0000', '75.1123', '76.0000', '76.0222', '76.0408', '76.0922', '78.0200', '78.1106', '79.1205', '80.0100', '80.0100', '80.0700', '82.0826', '82.1028', '83.0000', '83.0000', '83.0121', '83.0226', '83.0300', '84.0000', '84.0000', '84.0324', '85.0713', '85.0714', '86.0614', '86.0707', '86.0903', '86.1103']"
2361,{d}en-ki,"['', '', '', '']",ŋeškiŋti[workshop],"['', '', '', '']","['126395', '113904', '101759', '117497']","['', '69.0916', '78.0200', '86.0600']"
2362,{d}en-ki,"['', '']",ara[times],"['', '']","['129522', '129522']","['', '']"
2363,{d}en-ki#,"['', '']",,"['', '']","['102350', '303452']","['', '']"
2364,{d}en-ki-nin-ul-gur₃,"['', '']",,"['', '']","['103055', '303508']","['70.0101', '74.1000']"
2365,{d}en-ki,"['', '', '', '', '', '']",šag[heart],"['', '', '', '', '', '']","['105178', '103586', '211947', '332418', '130412', '103492']","['68.0701', '69.0307', '71.0100', '83.0506', '86.0708', '86.1120']"
2366,{d}en-lil₂#-[la₂],"['', '', '']",,"['', '', '']","['123490', '145557', '142415']","['64.0221', '75.0000', '83.0722']"
2367,{d}en-lil₂-[...],"['', '']",,"['', '']","['129483', '128195']","['80.0200', '82.0608']"
2368,{d}en-lil₂-[la₂],"['', ""['source']"", ""['source']"", '', '', '', '', '']",,"['', '', '', '', '', '', '', '']","['104489', '407071', '117203', '123579', '118505', '103955', '104490', '128931']","['', '', '61.1220', '65.0100', '75.0400', '77.0600', '77.0600', '82.0007']"
2369,{d}en-lil₂-a₂-mah,"[""['representative']"", ""['intermediary']""]",šagia[cup-bearer],"['', '']","['131989', '122911']","['75.1104', '86.0100']"
2370,{d}en-lil₂-i-zu,"['', '']",,"['', '']","['127556', '145573']","['79.0500', '81.0902']"
2371,{d}en-lil₂-i₃-sa₆,"['', '', '', '', '', '']",,"['', '', '', '', '', '']","['234966', '122773', '125891', '115503', '125781', '115511']","['51.0400', '56.0700', '63.0522', '66.0912', '67.0715', '68.0615']"
2372,{d}en-lil₂-i₃-zu,"['', '']",,"['', '']","['201439', '303515']","['', '80.0414']"
2373,{d}en-lil₂-la₂,"['', '', '', '', ""['source']"", '', ""['source']"", ""['source']"", ""['source']"", ""['source']"", '', '', ""['source']"", ""['intermediary']"", '', '', '', '', '', '', '', '', '', '', '', '', '', ""['recipient']"", '', '', '', ""['source']"", ""['source']"", '', '', '', '', '', '', ""['source']"", ""['source']"", ""['recipient']"", '', '', '', '', ""['source']"", ""['source']"", '', '', '', '', '', '', '', '', '', ""['intermediary']"", '', '', ""['source']"", '', ""['source']"", '', '', '', '', '', '', ""['source']"", ""['source']"", ""['source']"", '', '', ""['source']"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""['source']"", ""['intermediary']"", '', ""['recipient']"", '', '', '', '', '', ""['source']"", ""['recipient']"", '', ""['source']"", '', '', ""['source']"", ""['recipient']"", ""['recipient']"", '', '', ""['recipient']"", ""['source']"", '', ""['recipient']"", ""['intermediary']"", '', ""['recipient']"", ""['source']"", '', ""['recipient']"", ""['recipient']"", ""['recipient']"", ""['recipient']"", ""['intermediary']"", ""['recipient']"", '', ""['recipient']"", ""['source']"", ""['source']"", ""['source']"", '', ""['recipient']"", '', ""['recipient']"", ""['source']"", ""['recipient']"", '', '', ""['recipient']"", ""['recipient']"", ""['recipient']"", ""['source']"", '', ""['recipient']"", ""['recipient']"", '', ""['source']"", ""['recipient']"", ""['source']"", ""['recipient']"", '', ""['recipient']"", ""['recipient']"", ""['intermediary']"", '', ""['recipient']"", ""['recipient']"", ""['recipient']"", ""['recipient']"", ""['recipient']"", '', '', '', ""['recipient']"", ""['recipient']"", ""['recipient']"", '', '', ""['source']"", ""['recipient']"", '', '', ""['recipient']"", ""['recipient']"", '', '', '', '', ""['source']"", '', '', '', '', '', '', ""['recipient']"", ""['source']"", '', ""['recipient']"", '', '', '', '', '', '', '', '', ""['source']"", '', '', '', '', '', ""['recipient']"", '', ""['recipient']"", ""['recipient']"", '', '', '', '', '', ""['recipient']"", ""['source']"", ""['recipient']"", '', ""['recipient']"", '', ""['recipient']"", ""['recipient']"", ""['recipient']"", '', ""['source']"", '', ""['recipient']"", '', ""['source']"", '', ""['recipient']"", ""['source']"", ""['intermediary']"", '', ""['recipient']"", ""['source']"", ""['recipient']"", ""['recipient']"", ""['source']"", ""['recipient']"", ""['source']"", ""['recipient']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['recipient']"", ""['recipient']"", ""['recipient']"", '', '', ""['recipient']"", ""['recipient']"", ""['recipient']"", ""['recipient']"", '', ""['recipient']"", ""['recipient']"", '', '', ""['recipient']"", '', ""['source']"", ""['recipient']"", '', '', '', '', '', ""['recipient']"", '', '', ""['recipient']"", '', '', '', '', '', '', '', '', '', '', ""['recipient']"", ""['recipient']"", '', ""['source']"", ""['source']"", '', '', '', '', '', '', ""['recipient']"", '', '', '', '', '', ""['recipient']"", '', '', '', '', '', '', '', ""['recipient']"", '', ""['recipient']"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""['intermediary']"", ""['recipient']"", '', '', '', '', '', '', ""['recipient']"", ""['recipient']"", '', ""['recipient']"", ""['recipient']"", '', ""['recipient']"", ""['recipient']"", '', ""['recipient']"", ""['recipient']"", ""['recipient']"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""['source']"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""['intermediary']"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['100749', '101400', '101400', '101406', '101860', '102883', '103360', '103487', '103742', '103743', '103752', '103755', '103800', '104200', '104226', '104318', '104330', '104455', '104590', '104687', '104687', '105157', '106298', '106307', '106852', '107357', '108690', '112102', '114136', '114136', '114356', '115490', '115497', '115527', '115527', '115538', '116194', '116880', '116880', '117191', '117192', '117266', '117311', '117357', '118462', '121716', '122208', '124642', '125016', '125813', '125971', '125971', '128022', '128186', '129499', '129503', '129505', '129523', '129768', '129769', '131559', '131602', '131605', '131669', '131669', '131670', '134718', '134718', '135145', '136239', '143628', '143752', '144399', '145123', '201065', '201169', '234894', '235492', '290693', '303585', '320500', '320500', '430113', '430187', '430307', '430317', '430344', '430590', '430647', '430651', '407107', '461506', '211933', '235910', '126746', '107556', '103722', '103744', '104166', '103386', '115489', '105810', '412630', '131633', '131687', '135049', '303730', '115468', '131613', '143500', '103018', '103018', '111928', '122794', '129464', '122209', '124500', '125925', '102126', '143540', '143547', '103948', '332065', '118554', '134806', '108693', '129457', '143527', '129458', '105164', '108694', '103689', '103705', '116225', '143536', '117578', '115397', '136255', '115936', '118356', '143618', '303668', '104217', '104173', '115399', '103349', '303708', '116191', '131577', '212076', '123452', '124934', '108675', '118421', '145539', '387673', '106109', '134908', '103307', '124904', '131614', '139538', '142406', '102633', '103155', '117489', '218229', '103805', '131588', '131588', '134751', '330170', '116192', '124468', '124947', '125744', '125744', '123490', '123490', '103132', '131701', '131701', '212136', '103477', '104451', '143717', '131069', '102847', '117525', '123579', '118426', '118426', '118426', '118426', '131591', '131591', '131591', '142868', '116220', '201087', '107688', '134694', '103739', '211677', '103827', '106317', '112128', '126080', '218271', '103767', '201089', '117362', '125623', '115403', '115502', '105826', '103733', '103393', '212188', '210454', '103867', '136309', '143792', '124937', '131085', '103588', '115410', '101774', '142407', '101001', '104222', '118338', '126508', '103248', '125817', '101314', '104093', '407065', '124649', '303746', '108688', '467616', '122883', '122883', '131088', '143925', '102574', '124958', '104450', '104450', '104082', '115433', '131089', '131089', '103210', '116190', '131565', '100331', '126222', '126741', '144012', '235002', '126307', '126307', '106338', '125716', '125716', '131047', '124342', '201356', '104763', '108705', '390797', '104453', '126279', '126279', '235061', '235061', '124067', '135110', '135110', '124227', '131675', '102554', '105980', '124660', '124660', '122867', '104639', '105986', '103101', '103011', '103039', '131104', '131686', '105990', '407068', '104184', '103428', '134716', '128185', '200532', '200532', '125902', '125902', '115480', '407061', '118505', '101805', '332107', '103236', '104454', '116882', '103640', '128927', '128927', '104332', '126174', '117298', '102352', '126021', '126021', '116878', '104609', '104609', '125011', '125011', '106019', '212040', '126357', '134909', '390802', '126454', '103203', '106131', '212178', '102915', '103085', '101397', '392630', '102020', '106027', '134910', '106026', '101327', '390938', '104732', '135053', '104423', '129482', '104325', '106378', '201000', '405455', '405455', '135103', '135103', '129483', '129483', '129483', '105204', '144767', '106376', '106376', '211737', '423350', '423350', '423350', '109780', '101016', '101016', '101016', '142412', '142412', '126570', '126570', '200584', '200584', '200584', '303607', '303607', '135135', '135135', '106782', '106782', '106782', '135567', '135105', '130423', '130423', '320512', '116869', '116869', '104673', '104619', '104619', '116870', '116870', '118525', '106393', '106393', '106393', '104419', '104419', '101403', '101403', '101403', '104622', '104622', '104622', '414537', '414537', '145148', '145148', '112569', '108666', '108666', '108666', '131623', '145116', '108678', '108678', '108678', '115530', '115530', '115914', '115914', '116900', '116900', '116900', '113453', '113453', '113453', '113453', '113453', '113453']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '18.0421', '18.0800', '55.0500', '59.0000', '59.0000', '59.0400', '59.0421', '59.0500', '59.0700', '59.0700', '59.1200', '60.0000', '60.0000', '60.0000', '60.0100', '60.0100', '60.0100', '60.0400', '60.0400', '60.1200', '60.1200', '60.1200', '61.0100', '61.0100', '61.0100', '61.0200', '61.0200', '61.0200', '61.0319', '61.0415', '61.0500', '61.0506', '61.0600', '61.0600', '61.0600', '61.0610', '61.0613', '61.0701', '61.0703', '61.0800', '61.0800', '61.0900', '61.1003', '61.1100', '61.1200', '62.0100', '62.0100', '62.0100', '62.0200', '62.0300', '62.0400', '62.0400', '62.0500', '62.0500', '62.0800', '62.1000', '62.1002', '62.1100', '62.1100', '62.1200', '62.1200', '62.1200', '62.1200', '63.0400', '63.0413', '63.0600', '63.0700', '63.0800', '63.0800', '63.0830', '63.0900', '63.0900', '63.0900', '63.1100', '63.1107', '63.1230', '63.1230', '64.0000', '64.0100', '64.0101', '64.0200', '64.0200', '64.0200', '64.0200', '64.0221', '64.0221', '64.0300', '64.0300', '64.0300', '64.0300', '64.0400', '64.0400', '64.0423', '64.0500', '64.0502', '64.0700', '65.0100', '65.0221', '65.0221', '65.0221', '65.0221', '65.0221', '65.0221', '65.0221', '65.0300', '65.0500', '65.0530', '65.0600', '65.0600', '65.0623', '65.0708', '65.0800', '65.0800', '65.0800', '65.0800', '65.0800', '65.0808', '65.0814', '65.0900', '65.0900', '65.1000', '65.1001', '65.1100', '65.1115', '65.1200', '65.1217', '66.0500', '66.0700', '66.0700', '66.0800', '66.0801', '66.0900', '66.0904', '66.0928', '67.0108', '67.0130', '67.0300', '67.0301', '67.0322', '67.0500', '67.0502', '67.0602', '67.0613', '67.0800', '67.1000', '67.1200', '67.1200', '68.0125', '68.0400', '68.0500', '68.0500', '68.0500', '68.0800', '68.0824', '68.1000', '68.1100', '68.1100', '68.1105', '68.1201', '69.0100', '69.0100', '69.0300', '69.0602', '69.0602', '69.0620', '69.0728', '69.0800', '70.0000', '70.0100', '70.0300', '70.0300', '70.0309', '70.0415', '70.0415', '70.0502', '70.0900', '71.0129', '71.1220', '72.0000', '72.0300', '72.0400', '72.0927', '72.0927', '72.1126', '72.1126', '73.0511', '73.0530', '73.0530', '73.0900', '74.0001', '74.0406', '74.0407', '74.0500', '74.0500', '74.0613', '74.0730', '74.0907', '74.0911', '74.0924', '74.0927', '74.1003', '74.1003', '74.1017', '74.1024', '74.1106', '74.1126', '74.1127', '75.0000', '75.0000', '75.0000', '75.0227', '75.0227', '75.0302', '75.0328', '75.0400', '75.0400', '75.0416', '75.0427', '75.0500', '75.1212', '76.0000', '76.0000', '76.0000', '76.0110', '76.0127', '76.0223', '76.0228', '76.0400', '76.0400', '76.0401', '76.0419', '76.0419', '76.0600', '76.0600', '76.0712', '76.0923', '76.0926', '76.1000', '76.1208', '76.1210', '77.0000', '77.0100', '77.0100', '77.0400', '77.0400', '77.0508', '77.0600', '77.0609', '77.0630', '77.0807', '77.0826', '77.0908', '77.1207', '78.0300', '78.0902', '79.0412', '79.1109', '79.1121', '79.1205', '80.0100', '80.0116', '80.0116', '80.0124', '80.0124', '80.0200', '80.0200', '80.0200', '80.0218', '80.0218', '80.0317', '80.0317', '80.0701', '81.0213', '81.0213', '81.0213', '81.0800', '81.1207', '81.1207', '81.1207', '82.0325', '82.0325', '82.0417', '82.0417', '82.0600', '82.0600', '82.0600', '82.0908', '82.0908', '83.0027', '83.0027', '83.0121', '83.0121', '83.0121', '83.0300', '83.0319', '83.0520', '83.0520', '84.0000', '84.0321', '84.0321', '84.0402', '84.0418', '84.0418', '84.0503', '84.0503', '84.0600', '84.0621', '84.0621', '84.0621', '84.0925', '84.0925', '84.1001', '84.1001', '84.1001', '84.1115', '84.1115', '84.1115', '84.1118', '84.1118', '85.0109', '85.0109', '85.0300', '85.0701', '85.0701', '85.0701', '85.0729', '85.1101', '85.1204', '85.1204', '85.1204', '86.0614', '86.0614', '86.0903', '86.0903', '86.1025', '86.1025', '86.1025', '86.1202', '86.1202', '86.1202', '86.1202', '86.1202', '86.1202']"
2374,{d}en-lil₂-la₂,"['', '']",ŋar[place],"['', '']","['106433', '134781']","['', '']"
2375,{d}en-lil₂-la₂,"['', '', '', '', '', '', '', '', '', '', '', '', '']",kurušda[fattener],"['', '', '', '', '', '', '', '', '', '', '', '', '']","['107357', '116162', '117511', '122177', '122671', '123369', '430652', '406811', '321027', '135023', '108006', '135026', '144012']","['', '', '', '', '', '', '', '', '63.0626', '63.1217', '64.0205', '64.0430', '70.0000']"
2376,{d}en-lil₂-la₂,"['', '', '']",dab[seize],"['', '', '']","['123559', '104451', '103359']","['', '64.0400', '77.0012']"
2377,{d}en-lil₂-la₂#,"['', '']",,"['', '']","['320500', '124227']","['', '73.0900']"
2378,{d}en-lil₂-la₂-i₃-sa₆,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""['recipient']"", '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['104224', '107629', '112139', '123731', '125874', '128130', '134066', '235944', '124500', '117203', '136245', '143632', '143632', '115887', '117285', '106128', '123597', '124525', '107808']","['', '', '', '', '', '', '', '', '61.0100', '61.1220', '62.0500', '63.0700', '63.0700', '63.0911', '64.0100', '64.0200', '64.0500', '67.1125', '70.1100']"
2379,{d}en-lil₂-la₂-zi,"['', '', '', '', '', '']",,"['', '', '', '', '', '']","['131602', '103805', '118426', '131591', '126508', '115914']","['', '63.1107', '65.0221', '65.0221', '67.0500', '86.0903']"
2380,{d}en-lil₂-la₂,"['', ""['intermediary']""]",unud[cowherd],"['', '']","['131573', '127972']","['60.0000', '71.0000']"
2381,{d}en-lil₂-la₂,"['', '', '', '', '']",dim[create],"['', '', '', '', '']","['102940', '201473', '102858', '128146', '104788']","['69.0000', '69.0821', '69.1003', '69.1028', '69.1103']"
2382,{d}en-lil₂-la₂?,"[""['source']"", ""['source']""]",,"['', '']","['218235', '125936']","['', '61.0418']"
2383,{d}en-lil₂-zi-ša₃#-gal₂,"[""['representative']"", ""['recipient']""]",,"['', '']","['315416', '142983']","['74.0511', '79.0712']"
